complaint_id,date,complaint_text,department,sentiment,city,priority_level,resolution_days,is_repeat_complaint,submission_channel
CMP02747,2023-12-22,No road repair done after monsoon. Roads are completely broken and damaged beyond repair.,Roads,Neutral,Bengaluru,2,6,1,app
CMP02748,2023-09-27,Road construction work started 10 months ago but still incomplete. Causing major traffic.,Roads,Negative,Delhi,4,43,0,online
CMP02749,2022-11-24,School has not received textbooks yet. Academic year already 14 months in progress.,Education,Critical/Urgent,Bengaluru,5,2,0,phone
CMP02750,2023-02-12,Sewage drain open near hospital is a major health hazard. Requires urgent sealing.,Sanitation,Negative,Bengaluru,3,31,0,app
CMP02751,2023-06-04,Hospital staff behaving very rudely with poor patients. This is completely unacceptable.,Healthcare,Critical/Urgent,Kolkata,5,3,0,phone
CMP02752,2022-12-10,Garbage not collected for 15 days in our area. Foul smell everywhere. Health risk high.,Sanitation,Negative,Kolkata,4,39,0,phone
CMP02753,2023-09-28,No electricity for 17 hours during peak summer. Elderly patients are in critical condition.,Electricity,Negative,Kolkata,3,1,0,app
CMP02754,2023-11-17,The water coming from the tap is extremely dirty and has a foul smell. Children are falling sick.,Water,Neutral,Delhi,2,2,0,app
CMP02755,2023-07-17,Water pipe has burst on Brigade Road and water is flooding the road. Immediate repair needed urgently.,Water,Critical/Urgent,Pune,5,3,0,phone
CMP02756,2022-10-03,Ambulance took 20 hours to arrive for emergency call. Patient condition worsened.,Healthcare,Critical/Urgent,Hyderabad,5,8,0,phone
CMP02757,2022-03-21,Bus conductor behaved very rudely with senior citizens and refused to give seat.,Transport,Neutral,Ahmedabad,2,14,1,online
CMP02758,2022-11-06,The footpath on main road is encroached by shops. Pedestrians are forced to walk on road.,Roads,Neutral,Mumbai,2,20,0,app
CMP02759,2022-06-12,Traffic signal at main junction not working for days causing major accidents daily.,Transport,Positive,Ahmedabad,1,9,0,online
CMP02760,2023-10-31,No bus shelter on main road stop. Commuters standing in rain and hot sun daily.,Transport,Neutral,Kolkata,2,29,0,walk-in
CMP02761,2022-11-01,Long waiting queues at government hospital. Patients waiting since morning without help.,Healthcare,Critical/Urgent,Hyderabad,5,5,0,app
CMP02762,2022-06-18,School has not received textbooks yet. Academic year already 21 months in progress.,Education,Critical/Urgent,Ahmedabad,5,6,1,online
CMP02763,2023-09-21,Entire road is waterlogged after rain due to blocked drains. Vehicles getting stuck daily.,Roads,Negative,Bengaluru,3,15,0,online
CMP02764,2023-10-04,No female doctor available at health center. Women patients feel extremely uncomfortable.,Healthcare,Negative,Bengaluru,3,4,0,online
CMP02765,2023-03-02,Bus conductor behaved very rudely with senior citizens and refused to give seat.,Transport,Negative,Delhi,4,19,0,walk-in
CMP02766,2022-08-15,Public toilet near our area is extremely dirty and not maintained. Spreading disease.,Sanitation,Negative,Ahmedabad,3,39,0,online
CMP02767,2022-04-13,Bus conductor behaved very rudely with senior citizens and refused to give seat.,Transport,Neutral,Pune,2,10,1,phone
CMP02768,2023-02-10,The water coming from the tap is extremely dirty and has a foul smell. Children are falling sick.,Water,Critical/Urgent,Chennai,5,2,0,walk-in
CMP02769,2022-05-09,Teacher absent without any substitute for 15 days. No learning happening for children.,Education,Negative,Hyderabad,4,14,0,app
CMP02770,2023-09-24,Stray dogs attacking residents due to uncollected garbage attracting them near homes.,Sanitation,Negative,Ahmedabad,4,44,1,walk-in
CMP02771,2023-09-02,School admission process very corrupt. Poor families being asked for illegal donations.,Education,Neutral,Bengaluru,2,11,0,walk-in
CMP02772,2023-02-17,Mid-day meal quality very poor. Children falling sick after eating food in school.,Education,Neutral,Pune,2,1,0,phone
CMP02773,2022-11-04,"Power cut in our area since 20 days. No electricity at all, we cannot survive in this heat.",Electricity,Negative,Kolkata,4,27,0,app
CMP02774,2022-09-24,The footpath on main road is encroached by shops. Pedestrians are forced to walk on road.,Roads,Negative,Bengaluru,4,19,0,phone
CMP02775,2023-12-24,The water tank in our area overflows daily wasting thousands of litres. Nobody is fixing it.,Water,Critical/Urgent,Bengaluru,5,7,1,app
CMP02776,2022-11-10,School has not received textbooks yet. Academic year already 20 months in progress.,Education,Neutral,Hyderabad,2,44,1,online
CMP02777,2023-12-07,Road construction work started 29 months ago but still incomplete. Causing major traffic.,Roads,Neutral,Pune,2,12,1,phone
CMP02778,2022-09-10,Road markings completely faded. No lane discipline possible causing accidents.,Roads,Negative,Bengaluru,3,31,0,app
CMP02779,2022-08-24,Road cave-in near school gate is very dangerous for children. Needs immediate attention.,Roads,Neutral,Ahmedabad,2,20,0,phone
CMP02780,2022-07-15,Street lights are not working for weeks. Area is completely dark and robbery risk is high.,Electricity,Negative,Kolkata,4,11,0,phone
CMP02781,2022-02-19,Live wire is hanging dangerously on the road. Children are playing nearby. Very urgent!,Electricity,Neutral,Delhi,2,16,0,app
CMP02782,2023-07-02,There is no water supply in our area for the past 17 days. Residents are suffering badly.,Water,Negative,Kolkata,4,4,0,online
CMP02783,2022-11-09,The footpath on main road is encroached by shops. Pedestrians are forced to walk on road.,Roads,Neutral,Mumbai,2,6,0,app
CMP02784,2023-06-07,Teacher absent without any substitute for 29 days. No learning happening for children.,Education,Negative,Bengaluru,3,32,0,online
CMP02785,2023-12-07,No drinking water available in government school. Children going thirsty all day.,Education,Negative,Chennai,3,40,0,online
CMP02786,2022-11-18,Traffic signal at main junction not working for days causing major accidents daily.,Transport,Positive,Pune,1,32,0,walk-in
CMP02787,2022-09-09,Drainage blocked for weeks causing sewage overflow on streets near school.,Sanitation,Neutral,Bengaluru,2,28,0,walk-in
CMP02788,2022-09-01,Frequent power outages every day. This is affecting our business and daily life terribly.,Electricity,Neutral,Pune,2,9,0,online
CMP02789,2022-06-07,Waste collection vehicle has not come for 4 days. Residents dumping on road.,Sanitation,Critical/Urgent,Bengaluru,5,6,1,app
CMP02790,2022-11-10,Hospital building in very poor condition. Ceiling leaking on patients during rains.,Healthcare,Critical/Urgent,Hyderabad,5,4,1,online
CMP02791,2022-03-22,Bus frequency on route 101 reduced drastically. Commuters waiting 25 hours daily.,Transport,Neutral,Chennai,2,27,0,online
CMP02792,2023-07-05,Hospital staff behaving very rudely with poor patients. This is completely unacceptable.,Healthcare,Critical/Urgent,Hyderabad,5,1,0,walk-in
CMP02793,2023-02-22,Medicines not available at government dispensary for 14 weeks. Patients suffering badly.,Healthcare,Critical/Urgent,Kolkata,5,9,0,online
CMP02794,2023-11-08,Metro station lift not working for 15 weeks. Elderly and disabled unable to use.,Transport,Neutral,Ahmedabad,2,22,1,phone
CMP02795,2022-06-09,Sewage drain open near hospital is a major health hazard. Requires urgent sealing.,Sanitation,Neutral,Kolkata,2,11,0,online
CMP02796,2022-08-04,No female doctor available at health center. Women patients feel extremely uncomfortable.,Healthcare,Negative,Pune,4,27,0,online
CMP02797,2023-02-14,Drainage blocked for weeks causing sewage overflow on streets near school.,Sanitation,Negative,Kolkata,3,34,0,online
CMP02798,2023-04-18,No female doctor available at health center. Women patients feel extremely uncomfortable.,Healthcare,Negative,Mumbai,4,17,1,walk-in
CMP02799,2023-04-06,Road on FC Road has huge potholes for months. Two-wheeler accidents happening daily.,Roads,Neutral,Pune,2,5,0,walk-in
CMP02800,2022-02-16,The water coming from the tap is extremely dirty and has a foul smell. Children are falling sick.,Water,Neutral,Pune,2,43,0,walk-in
CMP02801,2022-08-03,Street lights are not working for weeks. Area is completely dark and robbery risk is high.,Electricity,Negative,Delhi,4,2,0,phone
CMP02802,2022-09-03,Road construction work started 15 months ago but still incomplete. Causing major traffic.,Roads,Neutral,Kolkata,2,31,1,phone
CMP02803,2022-04-21,Our colony has not received clean drinking water since 5 days. This is unacceptable.,Water,Neutral,Delhi,2,27,0,app
CMP02804,2022-09-26,Road markings completely faded. No lane discipline possible causing accidents.,Roads,Negative,Bengaluru,3,9,0,app
CMP02805,2023-06-04,Road construction work started 2 months ago but still incomplete. Causing major traffic.,Roads,Negative,Bengaluru,3,43,0,walk-in
CMP02806,2023-01-22,Sewage drain open near hospital is a major health hazard. Requires urgent sealing.,Sanitation,Critical/Urgent,Mumbai,5,7,0,online
CMP02807,2022-01-31,Street lights are not working for weeks. Area is completely dark and robbery risk is high.,Electricity,Negative,Mumbai,3,19,0,app
CMP02808,2023-12-10,Street lights are not working for weeks. Area is completely dark and robbery risk is high.,Electricity,Neutral,Chennai,2,7,1,walk-in
CMP02809,2023-12-11,Speed breakers on FC Road are unmarked and causing serious accidents at night.,Roads,Neutral,Hyderabad,2,23,0,walk-in
CMP02810,2022-02-27,A transformer on Hosur Road exploded yesterday. Still not repaired. Very dangerous situation.,Electricity,Negative,Bengaluru,4,11,0,phone
CMP02811,2023-04-25,Water pipe has burst on Anna Salai and water is flooding the road. Immediate repair needed urgently.,Water,Negative,Kolkata,4,7,0,app
CMP02812,2023-06-13,Sewage water is mixing with drinking water supply causing serious health hazards.,Water,Negative,Delhi,3,33,0,app
CMP02813,2022-08-11,The water tank in our area overflows daily wasting thousands of litres. Nobody is fixing it.,Water,Negative,Delhi,3,32,0,app
CMP02814,2022-03-26,Garbage not collected for 20 days in our area. Foul smell everywhere. Health risk high.,Sanitation,Negative,Pune,4,9,1,walk-in
CMP02815,2022-06-09,Metro station lift not working for 28 weeks. Elderly and disabled unable to use.,Transport,Neutral,Bengaluru,2,10,0,app
CMP02816,2022-09-08,Ambulance took 10 hours to arrive for emergency call. Patient condition worsened.,Healthcare,Critical/Urgent,Kolkata,5,4,1,online
CMP02817,2023-12-14,Road construction work started 3 months ago but still incomplete. Causing major traffic.,Roads,Negative,Delhi,3,25,1,online
CMP02818,2022-01-07,No road repair done after monsoon. Roads are completely broken and damaged beyond repair.,Roads,Neutral,Ahmedabad,2,6,0,app
CMP02819,2022-11-19,Garbage dump near our society is overflowing. Rodents and mosquitoes breeding rapidly.,Sanitation,Negative,Ahmedabad,3,43,0,app
CMP02820,2022-02-16,Long waiting queues at government hospital. Patients waiting since morning without help.,Healthcare,Critical/Urgent,Hyderabad,5,5,0,app
CMP02821,2023-07-30,Our colony has not received clean drinking water since 26 days. This is unacceptable.,Water,Negative,Mumbai,3,20,0,app
CMP02822,2023-08-25,Our colony has not received clean drinking water since 7 days. This is unacceptable.,Water,Negative,Bengaluru,4,20,0,walk-in
CMP02823,2023-01-31,Sewage water is mixing with drinking water supply causing serious health hazards.,Water,Negative,Kolkata,3,7,0,walk-in
CMP02824,2022-09-26,No bus shelter on main road stop. Commuters standing in rain and hot sun daily.,Transport,Neutral,Pune,2,25,0,app
CMP02825,2023-11-09,Public toilet near our area is extremely dirty and not maintained. Spreading disease.,Sanitation,Critical/Urgent,Kolkata,5,10,0,online
CMP02826,2022-09-29,Stray dogs attacking residents due to uncollected garbage attracting them near homes.,Sanitation,Neutral,Chennai,2,40,1,online
CMP02827,2023-09-22,No bus shelter on main road stop. Commuters standing in rain and hot sun daily.,Transport,Negative,Chennai,4,6,0,walk-in
CMP02828,2022-06-21,No road repair done after monsoon. Roads are completely broken and damaged beyond repair.,Roads,Neutral,Ahmedabad,2,29,0,phone
CMP02829,2022-03-31,There is no water supply in our area for the past 13 days. Residents are suffering badly.,Water,Critical/Urgent,Bengaluru,5,2,0,walk-in
CMP02830,2022-06-19,Vaccination camp cancelled without notice. Parents came with children from far areas.,Healthcare,Critical/Urgent,Pune,5,4,1,online
CMP02831,2022-10-25,Stray dogs attacking residents due to uncollected garbage attracting them near homes.,Sanitation,Neutral,Ahmedabad,2,30,0,walk-in
CMP02832,2022-01-13,School has not received textbooks yet. Academic year already 18 months in progress.,Education,Negative,Hyderabad,4,26,0,online
CMP02833,2023-05-13,We have been submitting water shortage complaints for months but no action has been taken.,Water,Negative,Hyderabad,4,42,1,app
CMP02834,2023-03-31,Bus driver overspeeding dangerously. Narrowly missed accident with school children today.,Transport,Negative,Mumbai,3,8,0,walk-in
CMP02835,2022-06-24,The water tank in our area overflows daily wasting thousands of litres. Nobody is fixing it.,Water,Negative,Mumbai,3,18,0,app
CMP02836,2022-08-26,Sewage water is mixing with drinking water supply causing serious health hazards.,Water,Negative,Hyderabad,3,43,0,walk-in
CMP02837,2023-05-07,Vaccination camp cancelled without notice. Parents came with children from far areas.,Healthcare,Critical/Urgent,Bengaluru,5,4,0,app
CMP02838,2023-01-29,"Power cut in our area since 30 days. No electricity at all, we cannot survive in this heat.",Electricity,Critical/Urgent,Ahmedabad,5,6,0,walk-in
CMP02839,2022-04-17,Medicines not available at government dispensary for 25 weeks. Patients suffering badly.,Healthcare,Negative,Kolkata,3,14,0,walk-in
CMP02840,2023-07-28,Ambulance took 10 hours to arrive for emergency call. Patient condition worsened.,Healthcare,Negative,Pune,3,34,1,app
CMP02841,2023-07-21,Hospital staff behaving very rudely with poor patients. This is completely unacceptable.,Healthcare,Negative,Kolkata,4,43,0,app
CMP02842,2023-05-09,Medicines not available at government dispensary for 9 weeks. Patients suffering badly.,Healthcare,Negative,Ahmedabad,3,29,0,walk-in
CMP02843,2022-11-24,Sewage water is mixing with drinking water supply causing serious health hazards.,Water,Critical/Urgent,Kolkata,5,10,0,online
